"user_id","rank","artist_id","timeframe","artist","genres","artist_url","artist_image","popularity"
"12120382831",35,"1G9G7WwrXka3Z1r7aIDjI7",Long,Outkast,atl hip hop; dirty south rap; hip hop; rap; southern hip hop,https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7,https://i.scdn.co/image/b75549797c6fe7d45a9f8c95aa0cfbd91ff582b4,77
"12120382831",36,"6fxyWrfmjcbj5d12gXeiNV",Long,Denzel Curry,dark trap; drill; hip hop; miami hip hop; rap; trap; underground hip hop,https://open.spotify.com/artist/6fxyWrfmjcbj5d12gXeiNV,https://i.scdn.co/image/f626d6487728cb7639a61bb473bb584f24353561,75
"12153521253",36,"5ZS223C6JyBfXasXxrRqOk",Long,Jhené Aiko,alternative r&b; dance pop; pop; r&b; urban contemporary,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,https://i.scdn.co/image/f677fc21079ba4985debb4d1b3b4eb9cd7554ec8,82
"12120382831",37,"1RyvyyTE3xzB2ZywiAwp0i",Long,Future,atl hip hop; pop rap; rap; southern hip hop; trap,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,https://i.scdn.co/image/f29832dafb705339f45275679d1e9ba76cf6aec1,91
"12153521253",37,"163tK9Wjr9P9DmM0AVK7lm",Long,Lorde,art pop; dance pop; electropop; metropopolis; nz pop; pop; pop dance; post-teen pop,https://open.spotify.com/artist/163tK9Wjr9P9DmM0AVK7lm,https://i.scdn.co/image/d25fc756cd04c8b3ea196b7c07c6d057685cc405,79
"12120382831",38,"5cIc3SBFuBLVxJz58W2tU9",Long,Oh Wonder,electropop; indie pop; indie poptimism; pop,https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9,https://i.scdn.co/image/b34c6322f787c61e0be5616c59d528de9aaf5a09,73
"12153521253",38,"0jNDKefhfSbLR9sFvcPLHo",Long,San Holo,edm; electro house; electronic trap; electropop; future bass; pop dance; pop edm; vapor twitch,https://open.spotify.com/artist/0jNDKefhfSbLR9sFvcPLHo,https://i.scdn.co/image/65ac17c15f49dbd226f321e986a874471df303da,65
"12153521253",39,"3Gm5F95VdRxW3mqCn8RPBJ",Long,Aminé,hip hop; pop rap; portland hip hop; rap; underground hip hop,https://open.spotify.com/artist/3Gm5F95VdRxW3mqCn8RPBJ,https://i.scdn.co/image/e2d488d9e4eb7eed9283280e4038a5be0bd3becb,77
"12120382831",39,"20wkVLutqVOYrc0kxFs7rA",Long,Daniel Caesar,canadian contemporary r&b; pop,https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA,https://i.scdn.co/image/f9dbecfbec79585821a0058c96fde9a57b9c106c,78
"12120382831",40,"4RnBFZRiMLRyZy0AzzTg2C",Long,Run The Jewels,hip hop; political hip hop,https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C,https://i.scdn.co/image/46948c4b3d16f9a42cb16066e46d55a8d8b1c10f,70
"12153521253",40,"6LuN9FCkKOj5PcnpouEgny",Long,Khalid,alternative r&b; pop,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,https://i.scdn.co/image/480468924609319ff2c0ed518082be473793552a,90
